id,first_name,last_name,email,gender,ip_address,player_name,age,position,team,nationality,height,weight,jersey_number,goals_scored,assists
887,Claiborn,Casserley,ccasserleyom@macromedia.com,Male,24.62.31.206,Claiborn Casserley,38,defender,Barcelona,China,206.19,82.27,96,1,4
888,Janette,Klaessen,jklaessenon@shareasale.com,Non-binary,96.32.207.158,Janette Klaessen,19,midfielder,Manchester United,Palestinian Territory,156.68,52.0,79,10,25
889,Aggy,Clarage,aclarageoo@addthis.com,Female,67.144.123.30,Aggy Clarage,25,forward,Barcelona,Brazil,189.57,70.72,1,2,10
890,Hobart,Magne,hmagneop@blogger.com,Male,34.134.209.153,Hobart Magne,27,forward,Real Madrid,South Korea,192.85,75.19,75,35,7
891,Meriel,Roisen,mroisenoq@upenn.edu,Female,137.216.36.12,Meriel Roisen,38,midfielder,Real Madrid,Indonesia,197.65,88.35,88,28,14
892,Clair,Marquese,cmarqueseor@amazon.co.uk,Female,47.85.152.227,Clair Marquese,18,forward,Bayern Munich,Japan,174.49,62.34,79,25,5
893,Clayton,Upfold,cupfoldos@ca.gov,Male,238.109.186.31,Clayton Upfold,37,defender,Manchester United,Mongolia,198.14,92.87,40,17,19
894,Stanislaw,Rapport,srapportot@nhs.uk,Male,117.10.144.163,Stanislaw Rapport,21,goalkeeper,Real Madrid,Democratic Republic of the Congo,167.96,64.96,9,24,10
895,Elwin,Castaignet,ecastaignetou@adobe.com,Male,255.7.132.55,Elwin Castaignet,26,midfielder,Real Madrid,China,180.19,57.83,83,21,17
896,Loralee,Dulton,ldultonov@google.ru,Female,182.33.161.153,Loralee Dulton,30,defender,Real Madrid,Thailand,189.65,53.2,82,35,9
897,Miguelita,Methley,mmethleyow@pcworld.com,Polygender,150.48.51.186,Miguelita Methley,40,defender,Real Madrid,Indonesia,160.54,72.61,89,43,2
898,Shermy,Malinowski,smalinowskiox@gizmodo.com,Male,137.182.86.17,Shermy Malinowski,32,goalkeeper,Bayern Munich,South Korea,184.05,80.56,10,48,28
899,Deeanne,Houlston,dhoulstonoy@irs.gov,Female,105.220.56.254,Deeanne Houlston,25,midfielder,Barcelona,Nicaragua,159.17,55.16,63,33,8
900,Leta,Kitchingham,lkitchinghamoz@ifeng.com,Non-binary,216.48.216.39,Leta Kitchingham,27,forward,Bayern Munich,China,191.62,69.33,8,17,23
901,Helen,Mines,hminesp0@jimdo.com,Female,187.1.106.155,Helen Mines,23,defender,Real Madrid,Indonesia,193.85,56.96,22,28,2
902,Nev,Caff,ncaffp1@businessinsider.com,Male,90.167.162.200,Nev Caff,34,midfielder,Real Madrid,Nigeria,185.8,85.4,82,47,14
903,Derrek,Kramer,dkramerp2@cyberchimps.com,Male,150.196.101.251,Derrek Kramer,20,goalkeeper,Bayern Munich,Madagascar,153.34,76.29,89,13,10
904,Pablo,Bacop,pbacopp3@ucoz.ru,Male,200.250.21.56,Pablo Bacop,23,midfielder,Barcelona,Guatemala,165.81,80.89,75,2,14
905,Obadiah,Hrachovec,ohrachovecp4@people.com.cn,Male,12.3.174.240,Obadiah Hrachovec,27,midfielder,Bayern Munich,Brazil,182.01,56.02,37,19,10
906,Arnuad,Elloway,aellowayp5@yellowbook.com,Male,46.60.117.102,Arnuad Elloway,36,defender,Manchester United,Philippines,207.38,88.5,14,44,21
907,Lamar,Patman,lpatmanp6@fotki.com,Male,108.132.106.67,Lamar Patman,28,defender,Barcelona,Burkina Faso,168.24,57.84,68,24,16
908,Dollie,Wildblood,dwildbloodp7@yellowpages.com,Female,175.127.78.173,Dollie Wildblood,31,forward,Manchester United,China,209.0,61.16,94,49,26
909,Tully,Inmett,tinmettp8@about.me,Male,39.14.170.96,Tully Inmett,27,goalkeeper,Real Madrid,Indonesia,161.44,99.39,99,12,24
910,Jdavie,Tinan,jtinanp9@google.com.hk,Male,109.200.173.186,Jdavie Tinan,18,forward,Real Madrid,Indonesia,181.62,84.96,3,15,14
911,Killie,Piotr,kpiotrpa@github.com,Male,171.118.227.125,Killie Piotr,31,forward,Manchester United,Thailand,198.77,95.75,94,17,18
912,Isiahi,Dyer,idyerpb@house.gov,Male,206.205.20.9,Isiahi Dyer,27,defender,Real Madrid,Thailand,209.71,81.64,92,1,8
913,Cookie,Roskelley,croskelleypc@huffingtonpost.com,Female,185.239.57.102,Cookie Roskelley,31,defender,Bayern Munich,Czech Republic,156.31,82.32,89,48,3
914,Monroe,Benasik,mbenasikpd@vimeo.com,Male,249.219.115.69,Monroe Benasik,37,forward,Manchester United,Gambia,203.07,86.02,40,22,24
915,Vladimir,Ivers,viverspe@gravatar.com,Male,62.106.181.124,Vladimir Ivers,39,goalkeeper,Bayern Munich,Russia,205.81,98.87,31,27,27
916,Todd,Peachey,tpeacheypf@springer.com,Male,161.139.136.219,Todd Peachey,22,defender,Bayern Munich,Indonesia,194.18,58.97,17,44,15
917,Jami,Illidge,jillidgepg@cargocollective.com,Genderqueer,152.215.181.6,Jami Illidge,30,goalkeeper,Barcelona,Canada,170.33,81.27,89,11,5
918,Eward,Liff,eliffph@foxnews.com,Male,164.38.97.246,Eward Liff,24,forward,Manchester United,China,150.23,58.23,53,5,2
919,Delmar,Pavlenko,dpavlenkopi@tinyurl.com,Male,92.133.52.92,Delmar Pavlenko,20,goalkeeper,Barcelona,Czech Republic,170.28,91.49,86,18,13
920,Lenora,Alleburton,lalleburtonpj@usgs.gov,Bigender,117.174.10.24,Lenora Alleburton,21,midfielder,Bayern Munich,Brazil,170.62,66.39,12,15,27
921,Prescott,O'Duane,poduanepk@google.de,Male,35.134.66.225,Prescott O'Duane,36,goalkeeper,Bayern Munich,Belarus,186.45,52.9,45,29,15
922,Martina,Cavill,mcavillpl@odnoklassniki.ru,Female,134.92.224.88,Martina Cavill,36,forward,Real Madrid,Sweden,193.14,81.8,91,26,1
923,Harbert,Huddle,hhuddlepm@businessinsider.com,Male,168.64.229.69,Harbert Huddle,38,defender,Real Madrid,China,181.59,75.55,53,39,3
924,Grove,Wherry,gwherrypn@mozilla.org,Bigender,78.44.77.106,Grove Wherry,31,midfielder,Bayern Munich,Indonesia,206.93,99.88,64,41,3
925,Koral,Sherebrooke,ksherebrookepo@artisteer.com,Female,166.92.60.129,Koral Sherebrooke,19,midfielder,Bayern Munich,Iran,161.22,78.07,5,17,16
926,Birdie,Brickell,bbrickellpp@smugmug.com,Female,180.135.106.78,Birdie Brickell,20,defender,Barcelona,Madagascar,173.85,88.25,27,46,18
927,Elaina,Schwand,eschwandpq@mapquest.com,Female,107.178.160.5,Elaina Schwand,40,midfielder,Manchester United,Indonesia,156.59,87.62,35,19,4
928,Sterne,Tiffney,stiffneypr@deliciousdays.com,Male,84.151.69.184,Sterne Tiffney,34,defender,Real Madrid,Philippines,175.0,66.05,63,19,26
929,Sutherlan,Walsh,swalshps@yolasite.com,Male,218.171.225.239,Sutherlan Walsh,36,midfielder,Real Madrid,China,185.61,59.05,90,23,2
930,Cookie,Turban,cturbanpt@i2i.jp,Female,134.176.99.222,Cookie Turban,25,defender,Manchester United,Sweden,207.61,50.45,8,20,11
931,Martynne,McNee,mmcneepu@icio.us,Female,250.45.16.226,Martynne McNee,40,defender,Manchester United,Swaziland,188.79,67.38,63,14,26
932,Bartolomeo,Trassler,btrasslerpv@wp.com,Male,45.147.142.220,Bartolomeo Trassler,32,defender,Bayern Munich,Chile,152.44,95.92,97,20,19
933,Phil,Petrenko,ppetrenkopw@admin.ch,Male,134.40.119.253,Phil Petrenko,22,forward,Real Madrid,China,197.37,98.03,71,40,10
934,Lynea,Clingoe,lclingoepx@google.pl,Female,201.254.85.96,Lynea Clingoe,19,forward,Manchester United,China,154.9,86.37,23,47,2
935,Eleonore,Plott,eplottpy@umich.edu,Non-binary,184.93.219.230,Eleonore Plott,19,defender,Barcelona,China,199.38,53.41,5,37,22
936,Issie,Van den Dael,ivanpz@istockphoto.com,Female,213.232.235.139,Issie Van den Dael,29,forward,Barcelona,Egypt,201.12,88.35,20,18,4
937,Ilene,Oakwood,ioakwoodq0@woothemes.com,Female,209.54.163.111,Ilene Oakwood,22,goalkeeper,Barcelona,Indonesia,169.1,57.7,32,2,12
938,Shoshanna,Moar,smoarq1@army.mil,Female,244.58.98.221,Shoshanna Moar,31,forward,Manchester United,Indonesia,208.82,63.6,95,30,24
939,Brew,Drakes,bdrakesq2@blogtalkradio.com,Male,153.32.234.139,Brew Drakes,37,midfielder,Real Madrid,Indonesia,175.48,72.84,97,41,22
940,Francine,le Keux,fleq3@unesco.org,Female,59.58.245.125,Francine le Keux,27,forward,Bayern Munich,Central African Republic,169.2,69.17,37,10,27
941,Katine,Moyers,kmoyersq4@hatena.ne.jp,Female,253.201.209.237,Katine Moyers,25,defender,Barcelona,Dominican Republic,154.0,68.16,85,32,26
942,Monique,Kirke,mkirkeq5@wordpress.org,Female,49.35.155.99,Monique Kirke,29,goalkeeper,Real Madrid,China,179.62,77.74,24,28,2
943,Raimondo,Tyres,rtyresq6@gizmodo.com,Male,172.51.73.81,Raimondo Tyres,37,midfielder,Barcelona,Russia,155.22,81.75,34,19,11
944,Jody,Facchini,jfacchiniq7@theguardian.com,Female,165.203.164.143,Jody Facchini,27,midfielder,Barcelona,Japan,207.36,76.64,95,40,30
945,Joanne,Warfield,jwarfieldq8@tamu.edu,Female,133.151.22.231,Joanne Warfield,21,goalkeeper,Bayern Munich,China,158.52,91.27,67,38,23
946,Vinni,Lippett,vlippettq9@nature.com,Female,105.90.13.215,Vinni Lippett,30,goalkeeper,Real Madrid,China,159.41,71.04,15,10,18
947,Marven,Roast,mroastqa@meetup.com,Male,183.23.235.25,Marven Roast,29,defender,Bayern Munich,China,159.46,88.74,31,5,12
948,Sibilla,Layus,slayusqb@yahoo.co.jp,Female,213.207.186.66,Sibilla Layus,40,midfielder,Bayern Munich,Netherlands,154.25,59.74,25,36,0
949,Verge,Smithen,vsmithenqc@weibo.com,Male,143.255.131.225,Verge Smithen,22,midfielder,Barcelona,Thailand,190.08,68.73,18,5,30
950,Brit,Banyard,bbanyardqd@fda.gov,Male,210.112.177.85,Brit Banyard,19,midfielder,Bayern Munich,Philippines,178.21,78.96,12,44,23
951,Llywellyn,Courvert,lcourvertqe@wikimedia.org,Male,63.105.244.133,Llywellyn Courvert,38,defender,Real Madrid,Ukraine,183.72,63.81,65,33,10
952,Anne-marie,Yurin,ayurinqf@360.cn,Female,125.237.180.90,Anne-marie Yurin,29,midfielder,Barcelona,China,155.09,72.62,17,47,5
953,Derick,Desquesnes,ddesquesnesqg@mtv.com,Male,120.157.167.182,Derick Desquesnes,25,defender,Barcelona,Serbia,206.59,63.08,1,29,21
954,Frederico,Warrell,fwarrellqh@wikipedia.org,Male,25.139.244.69,Frederico Warrell,20,goalkeeper,Real Madrid,China,158.21,59.15,1,11,13
955,Leesa,Wooff,lwooffqi@about.me,Female,209.8.253.108,Leesa Wooff,18,goalkeeper,Real Madrid,Portugal,207.67,59.42,82,30,16
956,Kailey,Dovey,kdoveyqj@wordpress.org,Female,160.48.230.42,Kailey Dovey,37,midfielder,Manchester United,Russia,209.61,59.42,17,8,10
957,Minor,Sarah,msarahqk@symantec.com,Male,250.232.124.114,Minor Sarah,24,defender,Manchester United,Uganda,176.38,72.49,19,36,28
958,Warde,Sheivels,wsheivelsql@over-blog.com,Male,229.158.240.137,Warde Sheivels,33,midfielder,Real Madrid,France,150.61,83.79,26,46,28
959,Cchaddie,Gulleford,cgullefordqm@alexa.com,Male,238.148.176.3,Cchaddie Gulleford,30,defender,Bayern Munich,China,203.1,78.13,14,13,10
960,Rhea,Brownlie,rbrownlieqn@free.fr,Female,255.103.227.190,Rhea Brownlie,33,goalkeeper,Barcelona,Norway,177.88,99.71,94,24,5
961,Ulric,MacElharge,umacelhargeqo@bandcamp.com,Male,44.193.84.43,Ulric MacElharge,30,goalkeeper,Bayern Munich,China,153.94,65.17,24,1,1
962,Margie,Banbury,mbanburyqp@si.edu,Female,250.154.23.232,Margie Banbury,26,defender,Bayern Munich,Portugal,208.51,77.69,99,5,17
963,Carlin,Frankowski,cfrankowskiqq@indiegogo.com,Male,72.221.129.41,Carlin Frankowski,28,forward,Real Madrid,Poland,178.91,86.57,73,31,21
964,Pippo,Flegg,pfleggqr@addthis.com,Male,92.150.244.56,Pippo Flegg,21,midfielder,Barcelona,Kenya,160.6,93.48,76,45,18
965,Clifford,Springell,cspringellqs@pen.io,Male,212.183.171.11,Clifford Springell,20,midfielder,Real Madrid,China,163.58,65.19,75,43,17
966,Padraic,Darridon,pdarridonqt@themeforest.net,Male,43.99.101.14,Padraic Darridon,35,midfielder,Real Madrid,Italy,202.39,83.42,93,27,14
967,Kalli,Rattery,kratteryqu@zdnet.com,Non-binary,135.50.80.241,Kalli Rattery,38,defender,Real Madrid,Macedonia,191.58,61.57,14,18,1
968,Konstantine,Vynehall,kvynehallqv@altervista.org,Male,108.170.214.252,Konstantine Vynehall,24,goalkeeper,Barcelona,China,169.92,79.17,42,33,4
969,Neilla,Venn,nvennqw@telegraph.co.uk,Female,92.146.55.215,Neilla Venn,18,goalkeeper,Real Madrid,Philippines,173.24,86.53,64,14,20
970,Elisabetta,Coate,ecoateqx@google.ru,Genderqueer,187.200.154.137,Elisabetta Coate,33,goalkeeper,Real Madrid,Philippines,151.19,95.45,8,33,8
971,Jacobo,Lebel,jlebelqy@psu.edu,Male,104.11.238.100,Jacobo Lebel,21,midfielder,Manchester United,Indonesia,155.48,76.84,5,12,9
972,Ernestine,Adolfson,eadolfsonqz@about.com,Female,46.57.222.214,Ernestine Adolfson,29,defender,Barcelona,China,171.56,98.66,56,12,12
973,Hannis,Walton,hwaltonr0@utexas.edu,Non-binary,108.177.241.119,Hannis Walton,32,defender,Real Madrid,Canada,184.92,52.09,95,43,16
974,Warner,Ravel,wravelr1@china.com.cn,Male,81.176.47.4,Warner Ravel,30,defender,Bayern Munich,Brazil,180.59,80.8,80,27,24
975,Maurise,Ruprechter,mruprechterr2@4shared.com,Male,29.197.254.166,Maurise Ruprechter,27,goalkeeper,Barcelona,Indonesia,158.22,93.73,98,4,30
976,Duky,Sciacovelli,dsciacovellir3@businesswire.com,Male,254.114.178.200,Duky Sciacovelli,22,forward,Bayern Munich,Brazil,151.8,79.74,78,4,17
977,Juieta,Reinger,jreingerr4@vistaprint.com,Female,128.159.124.116,Juieta Reinger,26,goalkeeper,Barcelona,Malaysia,202.0,57.24,47,22,1
978,Rinaldo,O'Cuddie,rocuddier5@tamu.edu,Male,97.60.21.128,Rinaldo O'Cuddie,40,midfielder,Bayern Munich,Ukraine,179.03,92.87,70,11,3
979,Hunter,Styche,hstycher6@berkeley.edu,Male,101.73.69.138,Hunter Styche,30,midfielder,Barcelona,Russia,180.56,80.81,89,12,18
980,Nikolia,Bewlie,nbewlier7@bizjournals.com,Female,99.236.84.121,Nikolia Bewlie,39,defender,Real Madrid,Indonesia,193.49,83.83,10,50,10
981,Leighton,Dutnall,ldutnallr8@arstechnica.com,Male,253.185.178.177,Leighton Dutnall,28,forward,Barcelona,China,159.64,93.71,51,36,15
982,Shane,Sewley,ssewleyr9@studiopress.com,Male,68.105.162.3,Shane Sewley,19,goalkeeper,Manchester United,Indonesia,188.65,64.51,6,12,19
983,Adelaida,Fleischer,afleischerra@princeton.edu,Female,136.179.125.40,Adelaida Fleischer,27,midfielder,Manchester United,Yemen,194.3,72.75,25,43,6
984,Leda,Baff,lbaffrb@vistaprint.com,Female,44.168.64.193,Leda Baff,38,midfielder,Manchester United,Thailand,195.21,72.82,92,31,5
985,Cristin,Ranscombe,cranscomberc@kickstarter.com,Female,38.58.60.244,Cristin Ranscombe,31,midfielder,Real Madrid,Philippines,158.52,80.42,14,32,4
986,Eolande,Rowlinson,erowlinsonrd@lulu.com,Female,12.46.6.179,Eolande Rowlinson,33,midfielder,Bayern Munich,Pakistan,157.43,61.55,93,45,3
987,Leupold,Gullivan,lgullivanre@de.vu,Male,105.150.49.194,Leupold Gullivan,23,goalkeeper,Real Madrid,Indonesia,167.66,57.68,70,19,28
988,Rosamond,Kenneford,rkennefordrf@nationalgeographic.com,Female,86.239.6.55,Rosamond Kenneford,24,defender,Barcelona,Indonesia,199.22,99.1,70,34,26
989,Giselbert,Shayler,gshaylerrg@moonfruit.com,Male,162.213.77.64,Giselbert Shayler,19,forward,Manchester United,China,204.8,70.17,2,9,19
990,Merle,Gladdish,mgladdishrh@163.com,Male,124.142.184.192,Merle Gladdish,27,defender,Bayern Munich,Brazil,159.63,51.81,4,4,21
991,Bibbye,Agar,bagarri@tiny.cc,Female,150.65.242.39,Bibbye Agar,22,midfielder,Manchester United,Philippines,204.88,63.48,33,30,2
992,Caresa,Shortt,cshorttrj@home.pl,Female,111.0.119.77,Caresa Shortt,33,forward,Barcelona,Saudi Arabia,150.28,88.77,8,8,5
993,Shandy,Weller,swellerrk@privacy.gov.au,Female,145.251.144.188,Shandy Weller,37,midfielder,Bayern Munich,Peru,172.28,50.71,66,38,14
994,Ulysses,Alves,ualvesrl@ca.gov,Male,40.239.224.25,Ulysses Alves,37,defender,Bayern Munich,South Africa,167.03,63.82,95,18,6
995,Quintin,Donavan,qdonavanrm@ebay.com,Male,179.22.140.215,Quintin Donavan,29,forward,Manchester United,Sweden,165.49,80.8,49,19,11
996,Chane,Odger,codgerrn@prweb.com,Male,144.208.225.214,Chane Odger,40,forward,Barcelona,Ecuador,178.3,91.3,40,28,3
997,Alisa,Panton,apantonro@fastcompany.com,Female,129.68.144.36,Alisa Panton,37,goalkeeper,Bayern Munich,China,151.11,73.72,28,38,1
998,Urbanus,Skyppe,uskypperp@disqus.com,Male,124.103.4.67,Urbanus Skyppe,37,goalkeeper,Manchester United,Ecuador,169.72,73.54,92,31,7
999,Palm,Feragh,pferaghrq@angelfire.com,Male,194.115.89.145,Palm Feragh,33,defender,Manchester United,Poland,174.05,51.36,2,37,22
1000,Georgina,Sheryn,gsherynrr@accuweather.com,Female,241.81.252.133,Georgina Sheryn,19,goalkeeper,Real Madrid,Indonesia,208.28,98.95,64,27,13
